outgassing_rate_factor,impact_rate,inflation_percentage,impactor_size,critical_pressure
2.267398652378039,8.182524635215317e-12,0.0,8.0,0.00557294385217345
0.039721107273819126,2.9742517925170835e-07,0.0,8.0,0.00557294385217345
0.3489018845491386,2.2739223879151416e-07,0.16652789342214822,8.0,0.00557294385217345
0.5987474910461399,8.383143072972858e-09,28.55953372189842,8.0,0.00557294385217345
0.013783237455007176,1.079953108370657e-08,0.0,8.0,0.00557294385217345
0.6647135865318026,1.0765516026511125e-12,0.0,8.0,0.00557294385217345
0.03247673570627448,8.113895249964961e-07,0.0,8.0,0.00557294385217345
0.01567309546723541,1.8492499747963176e-07,0.0,8.0,0.00557294385217345
7.025166339242157,2.347671643744636e-07,95.00416319733556,8.0,0.00557294385217345
7.88671412999049,9.025415869898505e-09,97.50208159866777,8.0,0.00557294385217345
2.661901888489055,1.1714441068671665e-10,43.46378018318068,8.0,0.00557294385217345
0.0820051840224583,2.3008690091714075e-07,0.0,8.0,0.00557294385217345
0.019634341572933325,5.61179204257224e-11,0.0,8.0,0.00557294385217345
1.1290133559092668,2.3783143706950444e-09,49.958368026644465,8.0,0.00557294385217345
0.20914981329035598,3.966302503414028e-12,0.0,8.0,0.00557294385217345
0.023233503515390108,3.401995860209817e-07,0.0,8.0,0.00557294385217345
0.30586566669785253,6.9923433662139335e-12,0.0,8.0,0.00557294385217345
0.012681352169084593,2.235531709305643e-11,0.0,8.0,0.00557294385217345
5.345166110646816,2.2325693015150368e-09,89.42547876769359,8.0,0.00557294385217345
0.05975027999960292,3.842005668439104e-08,0.0,8.0,0.00557294385217345
0.9717775305059632,5.201251279272303e-09,48.04329725228976,8.0,0.00557294385217345
0.08612579192594878,2.4706059147161132e-11,5.661948376353039,8.0,0.00557294385217345
0.36324869566766044,1.0131138561800335e-12,0.0,8.0,0.00557294385217345
0.4366473592979633,3.490627307145385e-08,12.822647793505412,8.0,0.00557294385217345
0.03585612610345395,8.151620549680605e-07,0.0,8.0,0.00557294385217345
8.105016126411583,7.235669504067944e-08,99.0008326394671,8.0,0.00557294385217345
2.115429079726122,5.770848976469107e-10,60.116569525395505,8.0,0.00557294385217345
6.58410616012161,2.6460836443953644e-07,93.255620316403,8.0,0.00557294385217345
4.835952776465949,2.877968516781585e-10,81.18234804329725,8.0,0.00557294385217345
0.6218704727769078,1.4112517889539389e-09,31.140716069941714,8.0,0.00557294385217345
5.829384542994737,7.290857405195499e-10,94.00499583680266,8.0,0.00557294385217345
0.01842797040686453,4.850016722197993e-10,0.5828476269775187,8.0,0.00557294385217345
0.038721180321745804,4.478624130993021e-08,0.0,8.0,0.00557294385217345
0.013667272915456217,1.4474829059102228e-09,0.33305578684429643,8.0,0.00557294385217345
0.09462175356461483,7.948821273850793e-11,0.7493755203996669,8.0,0.00557294385217345
0.14656553886225332,3.539557778152037e-11,0.0,8.0,0.00557294385217345
0.06516990611177174,1.684549983619615e-12,0.0,8.0,0.00557294385217345
3.063462210622081,3.1562469173717875e-09,76.35303913405495,8.0,0.00557294385217345
0.11756010900231846,2.3975545236728517e-11,12.323064113238967,8.0,0.00557294385217345
0.06963114377829284,7.74111522864164e-12,0.0,8.0,0.00557294385217345
0.42470585622618684,8.374902948394185e-09,17.90174854288093,8.0,0.00557294385217345
0.026471141828218157,1.2225188013064799e-08,0.2497918401332223,8.0,0.00557294385217345
2.5502980701628912,3.257837016287501e-08,75.68692756036636,8.0,0.00557294385217345
0.01673601016782578,1.0506580153060052e-09,0.4995836802664446,8.0,0.00557294385217345
9.133995846860971,2.3138096670950945e-07,99.6669442131557,8.0,0.00557294385217345
2.0736445177905023,4.150080495150581e-07,62.697751873438804,8.0,0.00557294385217345
0.03945908811099999,6.985952666767824e-08,0.0,8.0,0.00557294385217345
0.010388823104027932,6.509698763586314e-09,0.0,8.0,0.00557294385217345
2.795015916508334,6.642410654778933e-11,67.02747710241465,8.0,0.00557294385217345
1.319994226153501,7.900772010695876e-07,46.12822647793505,8.0,0.00557294385217345
1.5382308040278991,4.413844238565532e-11,0.0,8.0,0.00557294385217345
2.0597335357437183,1.6441503601701574e-11,0.0,8.0,0.00557294385217345
0.0166776154301979,4.497018588339401e-10,0.2497918401332223,8.0,0.00557294385217345
0.11895896737553545,2.1930242006823217e-12,0.0,8.0,0.00557294385217345
0.02226420430376967,7.429623188804708e-07,0.0,8.0,0.00557294385217345
3.884277754703141,3.3931365592831724e-09,86.84429641965029,8.0,0.00557294385217345
0.7411299781083239,2.1964056387414504e-09,40.21648626144879,8.0,0.00557294385217345
0.09833181933644887,8.60553111856177e-09,2.7477102414654455,8.0,0.00557294385217345
0.015512259126484742,9.597141247769206e-10,0.6661115736885929,8.0,0.00557294385217345
0.0856933192505398,1.5573316235182147e-12,0.0,8.0,0.00557294385217345
0.09452571391072304,4.7191929355816085e-09,3.24729392173189,8.0,0.00557294385217345
1.544608907504707,1.9817244231416177e-08,62.864279766860946,8.0,0.00557294385217345
0.8178476574339537,3.1658793765150646e-10,49.542048293089096,8.0,0.00557294385217345
4.588156549160971,3.497626513562488e-08,87.92672772689426,8.0,0.00557294385217345
0.26100256506134756,2.3014831310158525e-11,0.5828476269775187,8.0,0.00557294385217345
0.022844556850020525,2.126471401743578e-11,0.0,8.0,0.00557294385217345
1.3795402040204172,9.30040639538047e-12,0.0,8.0,0.00557294385217345
1.9158219548093156,1.7059588796123316e-10,69.44213155703581,8.0,0.00557294385217345
0.4828715216179209,1.208014681103883e-07,6.411323896752706,8.0,0.00557294385217345
2.0554245520150745,9.278384649550792e-08,65.52872606161532,8.0,0.00557294385217345
0.3029610442821248,1.9812772271834542e-10,17.90174854288093,8.0,0.00557294385217345
0.3699972431463807,3.425408853407347e-09,18.90091590341382,8.0,0.00557294385217345
0.19170041589170653,2.1129922241785574e-08,4.746044962531224,8.0,0.00557294385217345
0.011919481947918734,2.8005326984484896e-11,0.832639467110741,8.0,0.00557294385217345
0.02107047280657823,1.0205787357803514e-11,2.2481265611990007,8.0,0.00557294385217345
0.012424747083660195,6.801049867942136e-07,0.0,8.0,0.00557294385217345
0.8113929572637836,5.073923081971641e-09,40.71606994171524,8.0,0.00557294385217345
0.08771380343280558,7.735605811517706e-07,0.0,8.0,0.00557294385217345
0.3355151022721482,1.0630065065292307e-10,0.0,8.0,0.00557294385217345
5.280796376895363,1.6526854355385957e-08,91.50707743547044,8.0,0.00557294385217345
0.05595986878006079,2.1658173040975508e-11,0.0,8.0,0.00557294385217345
0.17027416886764407,3.691484316568918e-11,0.0,8.0,0.00557294385217345
1.8477934173519255,1.1787256320676232e-09,57.951706910907575,8.0,0.00557294385217345
0.04857295179217166,8.27387114536992e-11,3.4138218151540385,8.0,0.00557294385217345
0.01701922302655402,1.0132797955221923e-11,0.0,8.0,0.00557294385217345
0.07400385759087372,3.778193634055474e-11,0.0,8.0,0.00557294385217345
0.030455368715396777,1.6386657131886629e-12,0.0,8.0,0.00557294385217345
6.153085601625311,1.6847742992929343e-08,94.42131557035803,8.0,0.00557294385217345
2.656813924114493,8.968089680106301e-10,62.19816819317236,8.0,0.00557294385217345
0.7947147424653741,3.676701721384692e-12,0.0,8.0,0.00557294385217345
4.115113049561089,1.0719239112432534e-11,17.318900915903413,8.0,0.00557294385217345
2.576417442523315,4.122942031548911e-12,0.0,8.0,0.00557294385217345
0.03628358380354918,4.737583196335982e-09,0.832639467110741,8.0,0.00557294385217345
4.760767751809498,3.675040941540797e-12,0.0,8.0,0.00557294385217345
0.4149795789891589,3.355011384655302e-08,12.323064113238967,8.0,0.00557294385217345
2.6443593078398626,1.3275947182345385e-12,0.0,8.0,0.00557294385217345
4.8783606034521405,3.135124038349366e-11,0.0,8.0,0.00557294385217345
0.08995191735587166,2.208005014432228e-07,0.0,8.0,0.00557294385217345
0.021387290754148913,2.0473302754778044e-08,0.0,8.0,0.00557294385217345
0.048284249748183246,2.7403750043371863e-12,0.0,8.0,0.00557294385217345
0.19112758217777884,8.448052943739564e-08,0.33305578684429643,8.0,0.00557294385217345
2.8447512555118193,9.082611315662148e-10,67.44379683597002,8.0,0.00557294385217345
3.821129441691226,1.204198724918417e-07,80.84929225645296,8.0,0.00557294385217345
0.010491954332267905,4.021968331604109e-09,0.0,8.0,0.00557294385217345
0.3405978543532996,1.2330997002928893e-08,14.238134887593672,8.0,0.00557294385217345
0.17874463256238415,9.141329478282117e-07,0.0,8.0,0.00557294385217345
0.046379219034580296,2.4774977888015552e-11,0.0,8.0,0.00557294385217345
0.022887381144600958,5.5420883972017664e-09,0.2497918401332223,8.0,0.00557294385217345
0.10300196600986768,5.780006680079335e-10,5.495420482930891,8.0,0.00557294385217345
6.741074265640693,1.7246926697310571e-12,0.0,8.0,0.00557294385217345
0.09324140221663484,1.2213041955005533e-12,0.0,8.0,0.00557294385217345
0.36005750292009014,5.1924397615626964e-12,0.0,8.0,0.00557294385217345
1.2854549964879012,7.844232242169545e-09,59.700249791840136,8.0,0.00557294385217345
0.12327891605450794,2.5291729452180275e-09,5.162364696086595,8.0,0.00557294385217345
8.228984573308162,2.092075564744015e-09,99.50041631973356,8.0,0.00557294385217345
7.7151057778130445,1.5528895776825399e-12,0.0,8.0,0.00557294385217345
0.056930747676446083,6.543618599358616e-10,1.9150707743547044,8.0,0.00557294385217345
0.31027409509128395,3.5296927837824213e-07,0.0,8.0,0.00557294385217345
0.07991621920384355,2.429691955988471e-10,0.0,8.0,0.00557294385217345
0.07153547794693155,5.617393129270248e-09,2.0815986677768525,8.0,0.00557294385217345
0.012902113024567148,4.7743258197964016e-08,0.0,8.0,0.00557294385217345
0.6740513796374044,5.0530276518798434e-08,23.98001665278934,8.0,0.00557294385217345
0.32213437409123413,1.3052103060999274e-09,16.902581182348044,8.0,0.00557294385217345
0.014270403521460839,1.4051143606612884e-07,0.0,8.0,0.00557294385217345
0.06853925708853055,2.2298136011154153e-10,4.329725228975853,8.0,0.00557294385217345
5.306371575220845,2.1486183908701356e-07,88.17651956702748,8.0,0.00557294385217345
0.05232216089948757,2.7628862073930367e-11,2.4979184013322233,8.0,0.00557294385217345
0.02720724805948669,4.8006322898899376e-11,0.0,8.0,0.00557294385217345
0.2940074130903305,2.083165359661066e-12,0.0,8.0,0.00557294385217345
9.056311714376342,5.935960731312886e-08,99.41715237302247,8.0,0.00557294385217345
0.05323114580928884,3.179299321742361e-10,0.16652789342214822,8.0,0.00557294385217345
1.0385003379927416,2.3697344572230527e-11,0.0,8.0,0.00557294385217345
1.9268985325226213,2.4589045223685998e-11,2.5811823480432974,8.0,0.00557294385217345
0.05163124910488018,2.560941437804261e-07,0.0,8.0,0.00557294385217345
1.5298506868937445,1.0080906872990321e-07,56.11990008326395,8.0,0.00557294385217345
0.12686721262104847,2.0950061979728994e-09,5.828476269775187,8.0,0.00557294385217345
0.7887102624766476,4.973530693685639e-09,40.13322231473772,8.0,0.00557294385217345
0.7954064937683929,7.013800736099817e-10,36.13655287260616,8.0,0.00557294385217345
0.40487788181534096,2.2387173099276056e-10,23.397169025811824,8.0,0.00557294385217345
0.01865818136012485,3.1107226205440127e-07,0.0,8.0,0.00557294385217345
3.2055863990707496,5.671216424615786e-12,0.0,8.0,0.00557294385217345
0.09169384722192325,3.24101274079566e-10,3.6636136552872607,8.0,0.00557294385217345
0.03627066608804408,1.1678080050902211e-10,0.4163197335553705,8.0,0.00557294385217345
0.013253342600066529,9.747748634842194e-10,0.4163197335553705,8.0,0.00557294385217345
0.5924870051994316,5.569179903014255e-10,37.55203996669442,8.0,0.00557294385217345
1.0781845035122262,1.2981868030115295e-09,58.118234804329724,8.0,0.00557294385217345
0.011214075785991127,6.910569886773077e-12,0.0,8.0,0.00557294385217345
0.34377886617795783,1.1990823463813231e-09,14.404662781015821,8.0,0.00557294385217345
0.04780654141328921,2.847822279420813e-11,0.0,8.0,0.00557294385217345
0.8620220426018043,1.2764038160513244e-11,0.0,8.0,0.00557294385217345
0.03335026483569956,2.449093201377747e-12,0.0,8.0,0.00557294385217345
1.1825328508422646,3.7663038355968015e-08,49.87510407993339,8.0,0.00557294385217345
0.14461256820152132,3.6698771394691925e-10,6.577851790174854,8.0,0.00557294385217345
6.459367085984852,5.752572487511869e-09,92.17318900915903,8.0,0.00557294385217345
0.025856088907313377,2.3203850560810015e-08,0.0,8.0,0.00557294385217345
0.10548702714918047,1.1909677237312958e-08,2.2481265611990007,8.0,0.00557294385217345
0.02189881242905691,6.652797654513475e-10,0.5828476269775187,8.0,0.00557294385217345
5.944028113410926,2.125157752652507e-10,30.97418817651957,8.0,0.00557294385217345
4.285663419650344,1.8020193821236754e-10,0.0,8.0,0.00557294385217345
0.059405257557019274,6.9229752913136355e-09,1.2489592006661117,8.0,0.00557294385217345
0.9548873458201662,9.306066029189335e-10,55.037468776019985,8.0,0.00557294385217345
2.829219225536188,1.243922971299966e-07,74.10491257285595,8.0,0.00557294385217345
0.4630228617122099,1.7709728609914184e-07,3.7468776019983348,8.0,0.00557294385217345
0.3881072316409481,1.055266783298964e-11,0.0,8.0,0.00557294385217345
0.053156560571583175,6.567527640711445e-12,0.0,8.0,0.00557294385217345
0.01902428324748957,6.059064228502218e-09,0.08326394671107411,8.0,0.00557294385217345
4.916400722913764,6.417331709223956e-11,0.0,8.0,0.00557294385217345
5.02636672316142,1.292481431778209e-12,0.0,8.0,0.00557294385217345
0.7930569433855139,2.1471185111751416e-07,20.982514571190674,8.0,0.00557294385217345
0.10401341922663461,2.298288814808407e-11,0.0,8.0,0.00557294385217345
0.11159088550343399,3.7642972472275807e-07,0.0,8.0,0.00557294385217345
1.5061458746961154,2.0165393694179008e-08,62.864279766860946,8.0,0.00557294385217345
4.912819179585587,3.7663522870965895e-08,88.92589508742715,8.0,0.00557294385217345
4.584154780136378,1.617219520328515e-11,0.0,8.0,0.00557294385217345
2.1858816162324177,2.541947365801788e-11,38.21815154038301,8.0,0.00557294385217345
0.8435191341743048,1.341548947689697e-09,37.80183180682764,8.0,0.00557294385217345
0.017882156647879486,1.0779512386647998e-11,0.0,8.0,0.00557294385217345
0.03054120318443386,6.801272193788755e-11,1.7485428809325563,8.0,0.00557294385217345
4.962066332418385,8.487403855828376e-11,0.0,8.0,0.00557294385217345
0.6596099207886095,9.073599364331441e-12,0.0,8.0,0.00557294385217345
0.010655924993232575,1.7025387306952558e-11,0.0,8.0,0.00557294385217345
0.020156477059364998,5.3865544224488435e-08,0.0,8.0,0.00557294385217345
0.9783749110062343,1.0073377913665328e-11,0.0,8.0,0.00557294385217345
0.010355826161899182,1.48164565259528e-12,0.0,8.0,0.00557294385217345
0.030368556852449644,5.972135541679953e-09,0.2497918401332223,8.0,0.00557294385217345
0.44279363365000873,7.176269109599575e-07,0.2497918401332223,8.0,0.00557294385217345
1.1903799220250153,9.711423372539576e-11,51.1240632805995,8.0,0.00557294385217345
0.9034076805537767,5.1515061090001264e-12,0.0,8.0,0.00557294385217345
0.0470769077431769,2.644380538040482e-09,1.4154870940882598,8.0,0.00557294385217345
1.3694231460024362,2.742365057263125e-07,48.5428809325562,8.0,0.00557294385217345
0.05149288946949017,5.062565777022901e-08,0.0,8.0,0.00557294385217345
0.09466710461838312,5.433694414397494e-09,3.24729392173189,8.0,0.00557294385217345
1.7356982090814232,7.768532369026362e-11,0.0,8.0,0.00557294385217345
0.8889937283707153,1.783532549618216e-09,47.793505412156534,8.0,0.00557294385217345
3.5291509251299,3.527516451077427e-12,0.0,8.0,0.00557294385217345
0.9393743056153981,1.1848750256689882e-08,45.71190674437968,8.0,0.00557294385217345
0.5069041070711455,2.2416928849551635e-08,19.150707743547045,8.0,0.00557294385217345
0.019099601385505385,6.168644428369939e-07,0.0,8.0,0.00557294385217345
0.12680822080429405,3.6507673048736764e-11,0.0,8.0,0.00557294385217345
0.062460736813180866,1.2904420733032885e-12,0.0,8.0,0.00557294385217345
0.05394720267647732,1.87780627746496e-09,1.7485428809325563,8.0,0.00557294385217345
8.299112738466027,1.740776544805807e-08,99.50041631973356,8.0,0.00557294385217345
0.1511099890129521,5.5264323141097754e-08,0.33305578684429643,8.0,0.00557294385217345
4.743945221058974,1.4535621249091486e-11,0.0,8.0,0.00557294385217345
0.7823766455329707,3.719779650389477e-11,0.0,8.0,0.00557294385217345
2.4234491447023156,1.1899961370775752e-09,48.8759367194005,8.0,0.00557294385217345
0.32204108362516737,9.629524884931987e-11,27.893422148209826,8.0,0.00557294385217345
0.5379125214937585,1.455690070179641e-07,8.32639467110741,8.0,0.00557294385217345
0.3002984436915129,6.959225712348364e-10,16.902581182348044,8.0,0.00557294385217345
0.0385237861516203,6.272950559063512e-08,0.0,8.0,0.00557294385217345
1.4701320504898956,3.045920493284246e-09,52.789342214820984,8.0,0.00557294385217345
0.0695531954415829,4.350516796308746e-08,0.0,8.0,0.00557294385217345
0.011828996391101274,9.909184603301766e-11,0.4995836802664446,8.0,0.00557294385217345
0.8638073353835191,9.738671834243892e-08,31.557035803497087,8.0,0.00557294385217345
0.03398850311078455,4.440520642641931e-11,0.0,8.0,0.00557294385217345
6.627897035983002,1.890570373906008e-09,89.42547876769359,8.0,0.00557294385217345
7.27420826493834,1.92328072451451e-11,0.0,8.0,0.00557294385217345
5.553837526912236,7.1311427432578e-10,75.93671940049958,8.0,0.00557294385217345
0.12896625857891444,8.11056776146596e-11,3.6636136552872607,8.0,0.00557294385217345
0.011126788925493283,3.983094257297422e-11,0.33305578684429643,8.0,0.00557294385217345
6.094747077200002,6.337385242045925e-07,90.92422980849292,8.0,0.00557294385217345
0.19255395572015604,9.129450388733371e-12,0.0,8.0,0.00557294385217345
7.942632291801133,5.296085951281148e-08,98.4179850124896,8.0,0.00557294385217345
7.777856590163645,8.035071707545609e-07,97.58534554537886,8.0,0.00557294385217345
3.6226665947286643,1.3164637424778592e-12,0.0,8.0,0.00557294385217345
0.0764445760039974,1.563739779722845e-08,0.832639467110741,8.0,0.00557294385217345
0.1429858909444397,3.292083433794379e-11,1.1656952539550374,8.0,0.00557294385217345
3.576102963485505,1.7495523662072802e-12,0.0,8.0,0.00557294385217345
0.08928243277966447,2.614191954581069e-10,7.660283097418818,8.0,0.00557294385217345
0.03224617748642372,4.086079959905522e-07,0.0,8.0,0.00557294385217345
0.46817022250359003,1.1764963013926706e-12,0.0,8.0,0.00557294385217345
6.433752092130681,3.367550766952161e-09,94.58784346378019,8.0,0.00557294385217345
1.2248682856804867,1.019480378632154e-09,61.69858451290591,8.0,0.00557294385217345
0.513078138338744,1.7390216397022216e-07,6.577851790174854,8.0,0.00557294385217345
0.019567235921447337,3.191613453882446e-12,0.0,8.0,0.00557294385217345
0.6998769331752382,1.2278807175364012e-08,32.88925895087427,8.0,0.00557294385217345
9.336015204266912,1.2040878957090713e-08,99.58368026644463,8.0,0.00557294385217345
0.0263179492857158,1.0339037277301674e-08,0.0,8.0,0.00557294385217345
0.3589128083678786,4.508239393603563e-07,0.16652789342214822,8.0,0.00557294385217345
4.28666175036716,8.680108904084806e-08,86.59450457951706,8.0,0.00557294385217345
1.6684217902257081,1.7858145515840152e-12,0.0,8.0,0.00557294385217345
1.2332389221028,6.70651814939635e-10,51.29059117402165,8.0,0.00557294385217345
1.2807142800445772,2.4418463733550873e-10,61.69858451290591,8.0,0.00557294385217345
0.11980458901470979,7.259109148643613e-11,0.5828476269775187,8.0,0.00557294385217345
0.07599334001601094,5.105289226652152e-10,3.164029975020816,8.0,0.00557294385217345
2.6796832798314645,2.019133849669504e-10,70.85761865112406,8.0,0.00557294385217345
2.69364391631794,3.9264800868791196e-10,37.88509575353872,8.0,0.00557294385217345
3.9922428866315034,7.508811355564924e-07,78.10158201498751,8.0,0.00557294385217345
5.49188782160153,3.4024977641946108e-12,0.0,8.0,0.00557294385217345
0.3420008587735,3.4149568385814495e-07,0.08326394671107411,8.0,0.00557294385217345
0.31955740374573205,7.610624254263879e-10,15.487094088259784,8.0,0.00557294385217345
2.4824787344212575,5.526541976116772e-09,78.01831806827644,8.0,0.00557294385217345
0.8910289040644938,9.574096481536249e-08,32.056619483763534,8.0,0.00557294385217345
1.2761467881730213,1.4547158638546887e-10,29.142381348875936,8.0,0.00557294385217345
2.4399336035729156,3.824119442177245e-10,79.1007493755204,8.0,0.00557294385217345
4.677524010176145,2.8649093293912457e-10,81.84845961698585,8.0,0.00557294385217345
0.10327268550128367,1.7716834783140345e-10,1.1656952539550374,8.0,0.00557294385217345
0.1338902208489293,3.5741759638267275e-07,0.0,8.0,0.00557294385217345
0.019140171266136662,9.409777343362593e-08,0.0,8.0,0.00557294385217345
0.5430507564500918,4.508166414054138e-12,0.0,8.0,0.00557294385217345
0.01281819344392312,4.453896440691575e-12,0.0,8.0,0.00557294385217345
0.24934120524149558,3.691620840931895e-10,10.241465445462115,8.0,0.00557294385217345
0.42455494542549027,3.9079073646647916e-12,0.0,8.0,0.00557294385217345
0.07238086291181392,5.182729847785022e-09,1.582014987510408,8.0,0.00557294385217345
0.5922427891922457,7.280306166886981e-12,0.0,8.0,0.00557294385217345
0.012345274466024464,1.3621959470855793e-09,0.08326394671107411,8.0,0.00557294385217345
0.012943286555064245,1.1048916259071424e-12,0.0,8.0,0.00557294385217345
2.9363084977630125,7.935569333943513e-11,1.3322231473771857,8.0,0.00557294385217345
0.1203848744682295,1.1564965513099967e-08,2.6644462947543714,8.0,0.00557294385217345
0.024053680495891336,8.021094654861923e-10,0.832639467110741,8.0,0.00557294385217345
0.3687480905792529,7.406566320639137e-07,0.0,8.0,0.00557294385217345
2.0416470207182758,1.756397363002265e-07,63.69691923397169,8.0,0.00557294385217345
0.044408191026434445,1.4270023038139062e-10,0.2497918401332223,8.0,0.00557294385217345
0.7390459262954651,1.8746459106882628e-12,0.0,8.0,0.00557294385217345
0.018031937565301095,1.1851076476513353e-07,0.0,8.0,0.00557294385217345
0.014290425609432085,2.933633537653814e-07,0.0,8.0,0.00557294385217345
0.3927027067477072,8.390046358906173e-08,5.745212323064114,8.0,0.00557294385217345
0.41870231762576837,5.857329363365907e-12,0.0,8.0,0.00557294385217345
0.817127270071559,9.716073835226487e-07,20.64945878434638,8.0,0.00557294385217345
1.5075579010793645,3.5604535911476255e-11,0.0,8.0,0.00557294385217345
8.463621602561945,2.2142643956608012e-08,99.0008326394671,8.0,0.00557294385217345
0.3539166910822008,2.8067857180547703e-07,0.4163197335553705,8.0,0.00557294385217345
0.09308279573713817,2.5949123081280973e-11,0.0,8.0,0.00557294385217345
2.429733179622299,2.815472748399509e-07,67.61032472939218,8.0,0.00557294385217345
0.06493767776722162,7.19265906694985e-11,0.0,8.0,0.00557294385217345
0.20745039310086574,7.219038106715313e-07,0.0,8.0,0.00557294385217345
0.01719369205183304,4.870349439960491e-11,0.0,8.0,0.00557294385217345
0.011913852808702824,5.255510989428835e-07,0.0,8.0,0.00557294385217345
7.725831714587854,2.0954046597421475e-12,0.0,8.0,0.00557294385217345
3.2206264959931232,1.801490888956008e-08,82.76436303080766,8.0,0.00557294385217345
1.2243980190472084,1.5583564505706902e-09,57.868442964196504,8.0,0.00557294385217345
0.16860049029950278,7.366521534114523e-10,8.576186511240634,8.0,0.00557294385217345
0.033104189563245144,2.19263269408962e-11,0.0,8.0,0.00557294385217345
0.029465317694630823,1.7122798212169765e-08,0.0,8.0,0.00557294385217345
0.056328565907811254,1.395908490037066e-11,0.0,8.0,0.00557294385217345
0.4443037656955538,2.0751561219148654e-09,23.1473771856786,8.0,0.00557294385217345
1.3924761586031797,3.307289242353728e-11,0.0,8.0,0.00557294385217345
0.9562955396652194,5.416618874045019e-07,29.891756869275603,8.0,0.00557294385217345
0.06915151366011636,1.4852076003860794e-12,0.0,8.0,0.00557294385217345
7.321428778380784,1.5789547375609958e-11,0.0,8.0,0.00557294385217345
1.635651401424164,2.8435681313427774e-11,0.0,8.0,0.00557294385217345
0.4603224516025263,3.0507523508804093e-10,12.489592006661116,8.0,0.00557294385217345
0.6841671828013812,2.491044301432022e-11,0.0,8.0,0.00557294385217345
0.18146805619521567,8.873491581483562e-10,7.4937552039966695,8.0,0.00557294385217345
0.05535960319083609,1.717090318554431e-07,0.0,8.0,0.00557294385217345
0.11692786931726742,1.8723219487578156e-08,1.9983347210657785,8.0,0.00557294385217345
1.8773201057654918,3.018365882162988e-09,75.43713572023314,8.0,0.00557294385217345
0.011045375019318373,3.419944576057598e-12,0.0,8.0,0.00557294385217345
0.022295536203910088,1.4586552193408912e-08,0.0,8.0,0.00557294385217345
0.013740670521115722,9.965192806968196e-12,0.0,8.0,0.00557294385217345
0.013249100882689224,5.2264201042853096e-08,0.0,8.0,0.00557294385217345
3.6845270736218643,3.1647583257039075e-11,0.0,8.0,0.00557294385217345
1.2911407200549916,3.179013483395394e-10,66.11157368859284,8.0,0.00557294385217345
0.2645583585038548,1.2671301187729947e-10,8.659450457951706,8.0,0.00557294385217345
0.019656332139612282,1.4219472578119503e-07,0.0,8.0,0.00557294385217345
0.2984335364446721,5.744692042394636e-12,0.0,8.0,0.00557294385217345
0.26327844992182514,2.4766765624602624e-09,12.406328059950042,8.0,0.00557294385217345
0.03308305521268987,7.118191320559683e-12,0.0,8.0,0.00557294385217345
0.2002418955187054,1.6934602879610947e-08,4.6627810158201495,8.0,0.00557294385217345
0.15686071966628887,2.694441548752668e-07,0.0,8.0,0.00557294385217345
0.7039637468468567,4.051780623367584e-10,37.052456286427976,8.0,0.00557294385217345
0.8040461052901444,8.48307997926939e-10,25.56203164029975,8.0,0.00557294385217345
0.013674518065224907,3.668909665861042e-07,0.0,8.0,0.00557294385217345
0.1329957747943183,1.3364365109615215e-09,5.828476269775187,8.0,0.00557294385217345
0.7543619025196019,8.425401938485141e-10,37.135720233139054,8.0,0.00557294385217345
0.3231534343074975,2.951036738544952e-09,14.904246461282264,8.0,0.00557294385217345
